שם ישוב,סמל ישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
יעד,1138,YA'AD,2,24,241,56,241,1,682,682,682,,1975,310,1,2230775377,190,205,10004513,2018,Ya'ad,210
יעל,1117,YA'EL,2,23,234,8,,,,,,,,510,,2291971752,70,204,10004394,2018,Ya'el,213
יעף,1044,YE'AF,4,41,411,18,141,1,308,308,304,,1968,350,,1970268605,50,412,15000060,2018,Ye'af,
יערה,795,YA'ARA,2,24,244,52,,1,741,619,602,122,1950,310,1,2177877469,110,255,10004302,2018,Ya'ara,212
"יערות גבעת המורה מ""א 9",1863,,2,23,234,9,,,,,,,,530,,2404072680,,,,2018,,213
יפיע,499,YAFI,2,25,237,99,,2,18905,9,2,18896,,270,,2261573224,212,257,10004426,2018,Yafi,213
יפית,3566,YAFIT,7,75,,75,,1,197,197,191,,1980,310,1,2449066340,-261,712,10003262,2018,Yafit,
יפעת,134,YIF'AT,2,23,234,9,,1,1152,1151,1127,1,1926,330,15,2212773145,100,254,10004411,2018,Yif'at,213
יפתח,453,YIFTAH,2,21,212,1,,1,539,539,497,,1948,330,15,2518578154,389,253,10004591,2018,Yiftah,211
יצהר,3749,YIZHAR,7,72,,72,,1,1635,1635,1635,,1983,370,11,2225767495,664,710,10003262,2018,Yizhar,
יציץ,759,YAZIZ,4,43,432,30,143,1,821,821,803,,1950,310,1,1868964119,60,426,10002241,2018,Yaziz,
יקום,417,YAQUM,4,41,411,19,141,1,749,749,719,,1947,330,15,1853068397,10,401,15000060,2018,Yaqum,
יקיר,3647,YAQIR,7,73,,72,145,1,2183,2183,2175,,1981,190,,2108767292,354,710,10003262,2018,Yaqir,
יקנעם (מושבה),241,YOQNE'AM(MOSHAVA),2,23,235,13,,1,1398,1398,1376,,1935,310,10,2110672890,44,254,10004394,2018,Yoqne'am(Moshava),213
יקנעם עילית,240,YOQNE'AM ILLIT,2,23,235,0,223,1,23311,23291,21259,20,1950,160,,2091772807,57,222,10004394,2018,Yoqne'am Illit,
יראון,623,YIR'ON,2,24,244,1,,1,410,410,352,,1949,330,15,2428677582,651,253,10004528,2018,Yir'on,211
ירדנה,2026,YARDENA,2,23,231,7,,1,371,371,371,,1952,310,1,2532871906,-249,202,10004568,2018,Yardena,214
ירוחם,831,YEROHAM,6,62,626,99,,1,9974,9672,8980,302,1951,180,,1930754414,366,612,10001918,2018,Yeroham,610
ירושלים,3000,JERUSALEM,1,11,111,0,410,4,919438,569866,555845,349572,ותיק,120,,2209463223,419,101,10002489,2018,Jerusalem,
ירחיב,718,YARHIV,4,42,421,20,142,1,1086,1086,1079,,1949,310,1,1971367328,40,417,15000658,2018,Yarhiv,
ירכא,502,YIRKA,2,24,243,99,,2,17003,81,70,16922,,270,,2197076217,68,252,10004315,2018,Yirka,
ירקונה,183,YARQONA,4,42,421,20,142,1,366,366,365,,1932,310,1,1904967246,25,417,10002133,2018,Yarqona,
ישע,916,YESHA,6,62,622,38,,1,410,410,395,,1957,310,1,1430657316,111,651,10001893,2018,Yesha,620
ישעי,805,YISH'I,1,11,112,26,444,1,760,760,759,,1950,310,2,1968262879,175,151,15000597,2018,Yish'i,
ישרש,828,YASHRESH,4,43,432,30,143,1,1010,1010,1005,,1950,310,1,1857564697,68,426,10002228,2018,Yashresh,
יתד,1227,YATED,6,62,622,38,,1,461,461,448,,1981,310,1,1359656860,80,651,10001893,2018,Yated,620
כאבול,504,KABUL,2,24,241,99,241,2,13854,14,5,13840,,270,,2198675277,20,263,15002411,2018,Kabul,
כאוכב אבו אל-היג'א,505,KAOKAB ABU AL-HIJA,2,24,241,99,241,2,3526,5,2,3521,,290,,2235974843,248,261,10004513,2018,Kaokab Abu Al-Hija,
כברי,576,KABRI,2,24,245,4,,1,1051,1048,1028,3,1949,330,15,2141876954,64,201,10004302,2018,Kabri,212
כדורי,371,KADOORIE,2,22,222,3,,1,245,210,140,35,1931,340,,2382773464,110,206,10004552,2018,Kadoorie,214
כדיתה,1338,KADDITA,2,21,212,2,,1,186,186,178,,2009,370,10,2437276776,696,209,10004528,2018,Kaddita,211
כוכב השחר,3564,KOKHAV HASHAHAR,7,74,,73,445,1,2122,2122,2122,,1977,190,,2330665192,519,711,10003299,2018,Kokhav HaShahar,
כוכב יאיר,1224,KOKHAV YA'IR,4,42,421,99,141,1,8773,8764,8669,9,1981,180,,1997868091,67,455,10002155,2018,Kokhav Ya'ir,
כוכב יעקב,3779,KOKHAV YA'AQOV,7,74,,73,445,1,8194,8194,8186,,1985,180,,2231064307,669,711,10003299,2018,Kokhav Ya'aqov,
כוכב מיכאל,824,KOKHAV MIKHA'EL,6,61,614,36,,1,1053,1053,1028,,1950,310,1,1686861528,81,633,10001829,2018,Kokhav Mikha'el,
כורזים,1252,KORAZIM,2,21,213,55,,1,342,342,332,,1983,350,7,2518675735,118,253,10004540,2018,Korazim,211
כחל,1210,KAHAL,2,21,212,55,,1,424,424,415,,1980,310,1,2480675516,50,253,10004540,2018,Kahal,211
כחלה,1367,KOCHLEA,6,62,623,69,,2,394,,,394,,450,,2050657758,508,624,10001937,2018,Kochlea,610
כיסופים,840,KISSUFIM,6,62,622,38,,1,238,236,213,2,1951,330,15,1428458732,80,651,10001893,2018,Kissufim,620
כישור,1153,KISHOR,2,24,243,56,,1,184,183,182,1,1976,330,15,2237176123,449,205,15002358,2018,Kishor,210
כליל,1183,KELIL,2,24,243,4,,1,705,701,672,4,1979,370,10,2191176514,109,201,10004302,2018,Kelil,212
כלנית,1229,KALLANIT,2,21,214,2,,1,226,226,225,,1981,310,2,2429675339,-2,209,10004552,2018,Kallanit,211
כמאנה,1331,KAMANE,2,24,242,56,,2,1495,,,1495,,450,,2331475760,449,205,10004465,2018,Kamane,210
כמהין,1291,KEMEHIN,6,62,626,48,,1,182,182,164,,1988,310,1,1455653579,220,620,10001918,2018,Kemehin,610
כמון,1201,KAMMON,2,24,242,56,,1,1384,1384,1358,,1980,370,7,2339975746,498,205,10004465,2018,Kammon,210
כנות,2006,KANNOT,6,61,611,33,143,1,439,435,366,4,1952,340,,1766263444,61,616,10001821,2018,Kannot,420
כנף,4028,KANAF,2,29,293,71,,1,461,461,459,,1991,310,1,2658275286,270,219,10004579,2018,Kanaf,211
כנרת (מושבה),63,KINNERET(MOSHAVA),2,22,221,6,,1,688,672,656,16,1909,350,,2532473678,-213,251,10004552,2018,Kinneret(Moshava),214
כנרת (קבוצה),57,KINNERET(QEVUZA),2,22,221,6,,1,687,687,658,,1908,330,15,2529873551,-199,214,10004552,2018,Kinneret(Qevuza),214
כסיפה,1059,KUSEIFE,6,62,623,99,,2,21079,5,1,21074,,260,,2084057247,420,652,15003711,2018,Kuseife,610
כסלון,859,KESALON,1,11,111,26,444,1,428,428,408,,1952,310,10,2047663127,533,151,15000597,2018,Kesalon,
כסרא-סמיע,1296,KISRA-SUMEI,2,24,243,99,,2,8649,3,,8646,,280,,2287976386,487,255,10004484,2018,Kisra-Sumei,
כעביה-טבאש-חג'אג'רה,978,KA'ABIYYE-TABBASH-HAJAJRE,2,25,237,99,242,2,5408,14,13,5394,,280,,2176673948,63,254,10004411,2018,Ka'abiyye-Tabbash-Hajajre,
כפר אביב,857,KEFAR AVIV,4,44,441,32,143,1,804,803,795,1,1951,310,10,1736963771,30,456,15002488,2018,Kefar Aviv,
כפר אדומים,3638,KEFAR ADUMMIM,7,74,,73,445,1,4513,4513,4499,,1979,190,,2321863714,190,711,10003314,2018,Kefar Adummim,
כפר אוריה,364,KEFAR URIYYA,1,11,112,26,444,1,924,919,905,5,1944,310,1,1950363342,158,151,15000597,2018,Kefar Uriyya,
כפר אחים,690,KEFAR AHIM,6,61,611,33,143,1,868,868,857,,1949,310,1,1770562808,48,616,10001821,2018,Kefar Ahim,420
כפר ביאליק,220,KEFAR BIALIK,3,31,311,12,222,1,844,840,800,4,1934,310,,2084074741,9,301,10004207,2018,Kefar Bialik,
"כפר ביל""ו",177,KEFAR BILU,4,44,441,30,143,1,1261,1261,1246,,1932,310,1,1836164227,50,426,10002241,2018,Kefar Bilu,
כפר בלום,357,KEFAR BLUM,2,21,211,1,,1,771,771,737,,1943,330,15,2572678641,75,253,10004591,2018,Kefar Blum,211
כפר בן נון,2010,KEFAR BIN NUN,4,43,432,30,143,1,736,734,723,2,1952,310,10,1951064104,140,426,10002228,2018,Kefar Bin Nun,
כפר ברא,633,KAFAR BARA,4,42,422,99,142,2,3594,1,,3593,,290,,1973967086,49,451,15000658,2018,Kafar Bara,410
כפר ברוך,132,KEFAR BARUKH,2,23,234,9,,1,579,579,572,,1926,310,1,2181772798,45,254,10004411,2018,Kefar Barukh,213
כפר גדעון,106,KEFAR GID'ON,2,23,234,9,,1,348,348,346,,1923,310,19,2276072774,83,254,10004394,2018,Kefar Gid'on,213
כפר גלים,427,KEFAR GALLIM,3,32,321,15,223,1,379,364,251,15,1952,340,,1964574128,11,399,10004710,2018,Kefar Gallim,
כפר גליקסון,310,KEFAR GLIKSON,3,32,324,14,,1,323,323,319,,1939,330,6,2006571239,50,351,10004333,2018,Kefar Glikson,
כפר גלעדי,76,KEFAR GIL'ADI,2,21,211,1,,1,676,675,630,1,1916,330,15,2539579418,257,253,10004591,2018,Kefar Gil'adi,211
כפר דניאל,707,KEFAR DANIYYEL,4,43,431,25,142,1,715,715,706,,1949,320,15,1937364901,80,424,10002261,2018,Kefar Daniyyel,
כפר האורנים,3796,KEFAR HAORANIM,7,74,,73,,1,2664,2664,2651,,1998,190,,2036264742,270,711,10004054,2018,Kefar HaOranim,
כפר החורש,192,KEFAR HAHORESH,2,23,237,9,,1,696,696,677,,1933,330,15,2258873404,318,254,10004411,2018,Kefar HaHoresh,213
כפר המכבי,254,KEFAR HAMAKKABBI,3,31,311,12,222,1,372,372,371,,1936,330,15,2112174384,18,301,10004207,2018,Kefar HaMakkabbi,
כפר הנגיד,582,KEFAR HANAGID,4,44,442,27,143,1,1233,1233,1211,,1949,310,1,1764264395,20,456,15002488,2018,Kefar HaNagid,
כפר הנוער הדתי,890,KEFAR HANO'AR HADATI,3,31,311,12,222,1,223,223,175,,1937,340,,2095073872,20,301,10004207,2018,Kefar HaNo'ar Hadati,
כפר הנשיא,443,KEFAR HANASI,2,21,213,1,,1,864,864,836,,1948,330,15,2567576448,237,253,10004540,2018,Kefar HaNasi,211
כפר הס,187,KEFAR HESS,4,41,411,18,141,1,1577,1577,1564,,1933,310,1,1939568366,60,412,15000060,2018,Kefar Hess,
"כפר הרא""ה",217,KEFAR HARO'E,4,41,411,16,141,1,1439,1439,1437,,1934,310,2,1919269967,10,409,15000060,2018,Kefar HaRo'e,
"כפר הרי""ף",888,KEFAR HARIF,6,61,611,35,,1,836,836,809,,1956,310,10,1804462818,61,632,10001821,2018,Kefar Harif,420
כפר ויתקין,190,KEFAR VITKIN,4,41,411,16,141,1,2013,2011,1994,2,1933,191,,1887369867,7,409,15000060,2018,Kefar Vitkin,
כפר ורבורג,320,KEFAR WARBURG,6,61,611,33,143,1,1142,1142,1128,,1939,310,1,1741662526,48,616,10001821,2018,Kefar Warburg,420
כפר ורדים,1263,KEFAR WERADIM,2,24,243,99,,1,5578,5461,5251,117,1984,180,,2255076676,399,255,10004484,2018,Kefar Weradim,212
כפר זוהרים,1325,KEFAR ZOHARIM,1,11,112,26,,1,155,155,155,,1995,340,,1929261436,290,151,15000597,2018,Kefar Zoharim,
כפר זיתים,786,KEFAR ZETIM,2,22,222,3,,1,778,777,777,1,1950,310,1,2437674633,27,206,10004552,2018,Kefar Zetim,214
"כפר חב""ד",696,KEFAR HABAD,4,43,432,40,133,1,6421,6421,6414,,1949,180,,1859965527,31,425,10002207,2018,Kefar Habad,
כפר חושן,609,KEFAR HOSHEN,2,21,212,2,,1,787,787,784,,1949,310,1,2414876857,718,209,10004528,2018,Kefar Hoshen,211
כפר חיטים,255,KEFAR HITTIM,2,22,222,3,,1,619,619,613,,1936,320,1,2474174517,-13,206,10004552,2018,Kefar Hittim,214
כפר חיים,193,KEFAR HAYYIM,4,41,411,16,141,1,619,618,616,1,1933,310,1,1908269563,14,409,15000060,2018,Kefar Hayyim,
כפר חנניה,1297,KEFAR HANANYA,2,21,212,2,,1,733,733,719,,1990,370,2,2399275781,281,209,10004465,2018,Kefar Hananya,211
כפר חסידים א',112,KEFAR HASIDIM ALEF,3,31,311,12,222,1,834,825,814,9,1924,310,19,2089873955,8,301,10004207,2018,Kefar Hasidim Alef,
כפר חסידים ב',889,KEFAR HASIDIM BET,3,31,311,12,222,1,335,334,295,1,1950,350,,2084973948,10,301,10004207,2018,Kefar Hasidim Bet,
כפר חרוב,4004,KEFAR HARUV,2,29,294,71,,1,421,421,416,,1974,330,15,2624074092,271,219,10004579,2018,Kefar Haruv,211
כפר טרומן,673,KEFAR TRUMAN,4,43,432,25,142,1,901,901,884,,1949,310,1,1929765418,47,424,10002168,2018,Kefar Truman,
כפר יאסיף,507,KAFAR YASIF,2,24,245,99,,2,10029,21,9,10008,,270,,2155976211,34,252,10004315,2018,Kafar Yasif,
כפר ידידיה,233,KEFAR YEDIDYA,4,41,411,16,141,1,743,743,739,,1935,310,1,1906569469,16,409,15000060,2018,Kefar Yedidya,
כפר יהושע,140,KEFAR YEHOSHUA,2,23,235,9,,1,1221,1221,1187,,1927,310,1,2145773196,30,254,10004411,2018,Kefar Yehoshua,213
כפר יונה,168,KEFAR YONA,4,41,411,0,141,1,23060,23050,22470,10,1932,160,,1937869133,20,430,15000060,2018,Kefar Yona,
כפר יחזקאל,85,KEFAR YEHEZQEL,2,23,232,8,,1,1176,1173,1138,3,1921,310,1,2340571922,-24,204,10004394,2018,Kefar Yehezqel,213
כפר יעבץ,170,KEFAR YA'BEZ,4,41,411,18,141,1,644,644,643,,1932,310,2,1969468679,42,412,15000060,2018,Kefar Ya'bez,
כפר כמא,508,KAFAR KAMA,2,22,222,99,,2,3332,12,9,3320,,290,,2415873638,120,251,10004552,2018,Kafar Kama,214
כפר כנא,509,KAFAR KANNA,2,25,237,99,,2,22399,16,9,22383,,260,,2323673910,169,257,15002369,2018,Kafar Kanna,213
כפר מונש,387,KEFAR MONASH,4,41,411,16,141,1,958,958,933,,1946,310,1,1923169488,9,409,15000060,2018,Kefar Monash,
כפר מימון,1095,KEFAR MAYMON,6,62,621,39,,1,340,340,340,,1959,310,2,1558959355,90,651,10001930,2018,Kefar Maymon,620
"כפר מל""ל",98,KEFAR MALAL,4,42,421,20,131,1,328,328,322,,1922,310,1,1901767499,50,417,10002133,2018,Kefar Malal,
כפר מנדא,510,KAFAR MANDA,2,24,241,99,,2,19843,6,3,19837,,270,,2247174613,150,261,10004513,2018,Kafar Manda,
כפר מנחם,274,KEFAR MENAHEM,6,61,611,35,,1,1365,1365,1337,,1937,330,15,1842462639,89,632,10001821,2018,Kefar Menahem,420
כפר מסריק,297,KEFAR MASARYK,2,24,246,4,241,1,831,830,811,1,1938,330,15,2097075506,3,201,10004315,2018,Kefar Masaryk,212
כפר מצר,512,KAFAR MISR,2,25,233,66,,2,2714,2,,2712,,290,,2398772793,89,251,10004394,2018,Kafar Misr,213
כפר מרדכי,764,KEFAR MORDEKHAY,4,44,441,32,143,1,644,644,636,,1950,310,10,1769063771,30,456,15002488,2018,Kefar Mordekhay,
כפר נטר,316,KEFAR NETTER,4,41,411,19,141,1,1222,1222,1208,,1939,310,10,1881168690,10,401,15000060,2018,Kefar Netter,
כפר סאלד,345,KEFAR SZOLD,2,21,211,1,,1,632,631,606,1,1942,330,15,2617578900,90,253,10004591,2018,Kefar Szold,211
כפר סבא,6900,KEFAR SAVA,4,42,421,0,131,1,100763,100585,96850,178,1903,140,,1919367644,32,405,10002133,2018,Kefar Sava,410
כפר סילבר,107,KEFAR SILVER,6,61,614,36,,1,275,259,202,16,1957,340,,1632562022,50,633,10001821,2018,Kefar Silver,
כפר סירקין,249,KEFAR SIRKIN,4,42,422,20,142,1,1495,1495,1481,,1936,310,,1930066489,36,417,10002116,2018,Kefar Sirkin,
כפר עבודה,875,KEFAR AVODA,4,41,411,18,141,1,238,236,236,2,1942,340,,1946168478,67,412,15000060,2018,Kefar Avoda,
כפר עזה,845,KEFAR AZZA,6,61,614,37,,1,704,703,685,1,1951,330,15,1555559925,79,651,10001829,2018,Kefar Azza,620
כפר עציון,3488,KEFAR EZYON,7,76,,76,445,1,1152,1112,1112,40,1967,330,3,2110361745,883,714,15000586,2018,Kefar Ezyon,
כפר פינס,189,KEFAR PINES,3,32,324,14,,1,1020,1020,1020,,1933,310,2,2004671000,50,351,10004261,2018,Kefar Pines,
כפר קאסם,634,KAFAR QASEM,4,42,422,0,142,2,23241,36,10,23205,,260,,1976966909,30,451,15000658,2018,Kafar Qasem,410
כפר קיש,388,KEFAR KISCH,2,22,222,3,,1,592,582,575,10,1946,310,1,2424073029,58,206,10004394,2018,Kefar Kisch,214
כפר קרע,654,KAFAR QARA,3,32,323,99,,2,18675,26,6,18649,,270,,2050971240,70,354,10004233,2018,Kafar Qara,
כפר ראש הנקרה,579,KEFAR ROSH HANIQRA,2,24,245,4,,1,1365,1361,1341,4,1949,330,15,2109877677,-2,201,10004302,2018,Kefar Rosh HaNiqra,212
כפר רוזנואלד (זרעית),1130,KEFAR ROZENWALD(ZARIT),2,24,244,52,,1,262,262,262,,1967,310,1,2272977831,516,255,10004302,2018,Kefar Rozenwald(Zarit),212
כפר רופין,295,KEFAR RUPPIN,2,23,231,7,,1,493,493,485,,1938,330,15,2525770713,-251,202,10004568,2018,Kefar Ruppin,214
כפר רות,1166,KEFAR RUT,4,43,431,25,142,1,252,252,240,,1977,310,1,2030464639,268,424,10002277,2018,Kefar Rut,
כפר שמאי,605,KEFAR SHAMMAY,2,21,212,2,,1,531,531,531,,1949,310,2,2430876244,600,209,10004528,2018,Kefar Shammay,211
כפר שמואל,743,KEFAR SHEMU'EL,4,43,432,30,143,1,933,933,921,,1950,310,6,1937164417,90,426,10002228,2018,Kefar Shemu'el,
כפר שמריהו,267,KEFAR SHEMARYAHU,5,51,511,99,121,1,1891,1881,1816,10,1937,350,,1833067703,24,504,10001605,2018,Kefar Shemaryahu,
כפר תבור,47,KEFAR TAVOR,2,22,222,99,,1,4262,4249,4155,13,1901,190,,2397273250,20,251,10004394,2018,Kefar Tavor,214
כפר תפוח,3572,KEFAR TAPPUAH,7,73,,72,,1,1238,1238,1238,,1978,370,2,2237366944,608,710,10003262,2018,Kefar Tappuah,
כרכום,1285,KARKOM,2,21,213,55,,1,528,528,523,,1988,370,13,2571975949,54,253,10004540,2018,Karkom,211
כרם בן זמרה,664,KEREM BEN ZIMRA,2,21,212,2,,1,492,492,492,,1949,310,2,2440477148,771,209,10004528,2018,Kerem Ben Zimra,211
כרם בן שמן,88,KEREM BEN SHEMEN,4,43,432,25,142,1,87,87,87,,1958,350,,1938065173,74,424,10002261,2018,Kerem Ben Shemen,
כרם יבנה (ישיבה),1094,KEREM YAVNE(YESHIVA),4,44,441,29,143,1,496,496,496,,1963,340,,1738163628,50,456,10001821,2018,Kerem Yavne(Yeshiva),420
"כרם מהר""ל",580,KEREM MAHARAL,3,32,322,15,243,1,758,748,737,10,1949,310,1,1993872799,63,303,10004333,2018,Kerem Maharal,
כרם שלום,1085,KEREM SHALOM,6,62,622,38,,1,157,147,139,10,1956,330,15,1317857105,83,651,10001893,2018,Kerem Shalom,620
כרמי יוסף,1264,KARME YOSEF,4,43,432,30,143,1,1730,1730,1722,,1984,350,,1925563946,190,426,10002228,2018,Karme Yosef,
כרמי צור,3766,KARME ZUR,7,77,,76,,1,1021,1021,1019,,1984,370,2,2096161296,860,714,15000586,2018,Karme Zur,
כרמי קטיף,1374,KARME KATIF,6,61,612,50,,1,361,361,361,,2016,370,,1917960490,308,634,10001813,2018,Karme Katif,
כרמיאל,1139,KARMI'EL,2,24,242,0,,1,46124,44617,37330,1507,1964,160,,2276275736,69,208,10004465,2018,Karmi'el,210
כרמייה,768,KARMIYYA,6,61,614,36,,1,646,644,620,2,1950,330,15,1565861272,25,633,10001829,2018,Karmiyya,
כרמים,1198,KERAMIM,6,62,623,41,341,1,485,485,485,,1980,330,15,1921858239,389,625,10001937,2018,Keramim,620
כרמל,3656,KARMEL,7,77,,78,,1,436,436,436,,1981,320,11,2173959328,706,715,15003512,2018,Karmel,
לבון,1207,LAVON,2,24,243,56,,1,710,710,704,,1980,350,,2271976075,524,205,15002358,2018,Lavon,210
לביא,585,LAVI,2,22,222,3,,1,620,620,620,,1949,330,3,2417174366,278,206,10004552,2018,Lavi,214
לבנים,1230,LIVNIM,2,21,214,2,,1,430,429,418,1,1982,310,1,2466175214,-110,209,10004552,2018,Livnim,211
להב,2023,LAHAV,6,62,623,41,341,1,529,528,517,1,1952,330,15,1875358757,440,625,10001937,2018,Lahav,620
להבות הבשן,380,LAHAVOT HABASHAN,2,21,211,1,,1,879,877,827,2,1945,330,15,2607878299,76,253,10004591,2018,Lahavot HaBashan,211
להבות חביבה,715,LAHAVOT HAVIVA,3,32,324,14,,1,992,992,981,,1949,330,15,2010970013,40,351,15002436,2018,Lahavot Haviva,
להבים,1271,LEHAVIM,6,62,623,99,341,1,6350,6171,6048,179,1985,180,,1822358650,267,619,10001946,2018,Lehavim,
לוד,7000,LOD,4,43,432,0,133,4,75726,52590,46488,23136,1948,150,,1895465097,40,406,10002261,2018,Lod,
לוזית,52,LUZIT,1,11,112,26,,1,763,761,750,2,1955,310,1,1893262158,170,151,15000597,2018,Luzit,
לוחמי הגיטאות,595,LOHAME HAGETA'OT,2,24,245,4,241,1,685,685,674,,1949,330,15,2094776315,13,201,10004302,2018,Lohame HaGeta'ot,212
לוטם,1171,LOTEM,2,24,242,56,,1,765,719,711,46,1978,330,15,2338475416,262,205,10004513,2018,Lotem,210
לוטן,1255,LOTAN,6,62,625,53,,1,200,200,173,,1983,330,15,2081943320,118,608,10001955,2018,Lotan,
לימן,674,LIMAN,2,24,245,4,241,1,691,686,658,5,1949,310,1,2108977386,0,201,10004302,2018,Liman,212
לכיש,24,LAKHISH,6,61,612,50,,1,743,743,739,,1955,310,1,1850660773,219,634,10001813,2018,Lakhish,
לפיד,1310,LAPPID,4,43,431,25,142,1,2459,2459,2435,,1996,190,,2032064717,238,424,10002277,2018,Lappid,
לפידות,1173,LAPPIDOT,2,24,243,52,,1,116,115,114,1,1978,310,1,2248276267,447,255,10004484,2018,Lappidot,212
לקיה,1060,LAQYE,6,62,623,99,341,2,13394,5,,13389,,270,,1873558142,350,652,10001937,2018,Laqye,620
מאור,2055,MA'OR,3,32,324,14,,1,1366,1366,1348,,1953,310,1,2007970341,27,351,15002436,2018,Ma'or,
מאיר שפיה,102,ME'IR SHEFEYA,3,32,322,15,,1,286,248,187,38,1923,340,,1975772192,63,303,10004333,2018,Me'ir Shefeya,
מבוא ביתר,771,MEVO BETAR,1,11,111,26,444,1,952,952,947,,1950,320,9,2101162547,734,151,15000597,2018,Mevo Betar,
מבוא דותן,3569,MEVO DOTAN,7,71,,72,,1,403,403,397,,1978,370,11,2166670298,240,710,10003262,2018,Mevo Dotan,
מבוא חורון,3709,MEVO HORON,7,74,,73,,1,2650,2650,2650,,1970,192,,2034763956,230,711,10004054,2018,Mevo Horon,
מבוא חמה,4204,MEVO HAMMA,2,29,294,71,,1,434,434,424,,1968,330,15,2616873804,331,219,10004579,2018,Mevo Hamma,211
מבוא מודיעים,1141,MEVO MODI'IM,4,43,431,25,142,1,254,254,254,,1964,370,8,1989164897,190,424,10002277,2018,Mevo Modi'im,
מבואות ים,1318,MEVO'OT YAM,4,41,411,16,141,1,433,432,400,1,1954,340,,1878270108,1,409,15000060,2018,Mevo'ot Yam,
מבועים,1080,MABBU'IM,6,62,621,42,,1,1217,1216,1201,1,1958,350,,1671959544,160,651,10001930,2018,Mabbu'im,620
מבטחים,829,MIVTAHIM,6,62,622,38,,1,427,427,421,,1950,310,1,1435757236,118,651,10001893,2018,Mivtahim,620
מבקיעים,573,MAVQI'IM,6,61,614,36,,1,484,484,477,,1949,310,6,1599161459,48,633,10001829,2018,Mavqi'im,
מבשרת ציון,1015,MEVASSERET ZIYYON,1,11,111,99,444,1,23962,23864,23114,98,1951,160,,2144363412,583,152,10002475,2018,Mevasseret Ziyyon,
מג'ד אל-כרום,516,MAJD AL-KURUM,2,24,242,99,,2,15292,20,5,15272,,270,,2241375845,45,260,15002358,2018,Majd al-Kurum,210
מג'דל שמס,4201,MAJDAL SHAMS,2,29,291,99,,2,11044,,,11044,,270,,2721779660,950,256,10004579,2018,Majdal Shams,211
מגאר,481,MUGHAR,2,22,222,99,,2,22609,20,11,22589,,260,,2388975470,-5,251,10004552,2018,Mughar,214
מגדים,689,MEGADIM,3,32,321,15,223,1,1329,1329,1309,,1949,310,1,1964273727,5,303,10004710,2018,Megadim,
מגדל,65,MIGDAL,2,22,221,99,,1,1941,1892,1835,49,1910,350,,2475774923,-215,251,10004552,2018,Migdal,214
מגדל העמק,874,MIGDAL HAEMEQ,2,23,237,0,,1,25636,25628,22966,8,1952,160,,2231073152,102,221,10004411,2018,Migdal HaEmeq,213
מגדל עוז,3561,MIGDAL OZ,7,76,,76,445,1,574,574,573,,1977,330,3,2135961641,922,714,15000586,2018,Migdal Oz,
מגדל תפן,1722,,2,24,243,99,,,,,,,,520,,2261576449,439,255,10004484,2018,,212
מגדלים,3751,MIGDALIM,7,72,,72,,1,368,368,353,,1983,370,11,2324566631,761,710,10003262,2018,Migdalim,
מגידו,586,MEGIDDO,2,23,234,13,,1,855,855,831,,1949,330,15,2171172064,140,254,10004394,2018,Megiddo,213
מגל,375,MAGGAL,3,32,324,14,,1,1154,1154,1144,,1953,330,15,2033769910,59,351,15002436,2018,Maggal,
מגן,695,MAGEN,6,62,622,38,,1,537,527,488,10,1949,330,15,1454357893,109,651,10001893,2018,Magen,620
מגן שאול,1155,MAGEN SHA'UL,2,23,234,8,,1,667,667,539,,1976,310,1,2291471412,79,204,10004394,2018,Magen Sha'ul,213
מגשימים,722,MAGSHIMIM,4,42,422,20,132,1,1067,1065,1063,2,1949,310,10,1906066152,40,417,10002116,2018,Magshimim,
מדרך עוז,2029,MIDRAKH OZ,2,23,234,13,,1,775,775,755,,1952,310,1,2151572230,99,254,10004394,2018,Midrakh Oz,213
מדרשת בן גוריון,1140,MIDRESHET BEN GURION,6,62,626,48,,1,1961,1959,1870,2,1965,350,,1790952918,418,620,10001918,2018,Midreshet Ben Gurion,610
מדרשת רופין,897,MIDRESHET RUPPIN,4,41,411,16,141,1,306,168,163,138,1948,340,,1919269429,20,409,15000060,2018,Midreshet Ruppin,
מודיעין-מכבים-רעות*,1200,MODI'IN-MAKKABBIM-RE'UT,4,43,431,0,142,1,92406,92381,90449,25,1986,150,,2012964476,100,420,10002277,2018,Modi'in-Makkabbim-Re'ut,
מודיעין עילית,3797,MODI'IN ILLIT,7,74,,0,,1,73080,73080,73071,,1996,150,,2042664879,228,730,10004054,2018,Modi'in Illit,
מולדת,269,MOLEDET,2,23,233,8,,1,1067,1066,1058,1,1937,320,1,2416172136,44,204,10004394,2018,Moledet,213
מוצא עילית,208,MOZA ILLIT,1,11,111,26,444,1,1169,1168,1140,1,1933,350,,2150263345,567,151,10002475,2018,Moza Illit,
מוקייבלה,635,MUQEIBLE,2,23,234,8,,2,4030,3,3,4027,,290,,2280771334,80,204,10004394,2018,Muqeible,213
מורן,1163,MORAN,2,24,242,56,,1,458,454,445,4,1977,330,15,2371675853,274,205,10004465,2018,Moran,210
